City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Altay,CN,47.8667,88.1167,37.06,44,91,5.14,overcast clouds
475,Naucalpan,MX,19.4785,-99.2396,82.04,27,20,3.44,few clouds
476,Ahuimanu,US,21.4447,-157.8378,83.91,64,75,23.02,broken clouds
477,Bosaso,SO,11.2842,49.1816,86.07,63,82,1.54,broken clouds
478,Atar,MR,20.5169,-13.0499,88.3,18,1,4.83,clear sky
479,Namatanai,PG,-3.6667,152.4333,79.11,80,27,3.0,scattered clouds
480,Kidal,ML,18.4411,1.4078,87.8,9,100,10.45,overcast clouds
481,Baculin,PH,7.4525,126.5842,80.87,68,100,5.21,light rain
482,Teacapan,MX,22.55,-105.75,87.69,69,98,8.66,overcast clouds
483,Coquimbo,CL,-29.9533,-71.3436,65.93,36,0,18.41,clear sky
484,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,53.47,71,91,11.5,overcast clouds
485,Luanda,AO,-8.8368,13.2343,75.2,78,40,9.22,scattered clouds
486,Ascension,US,30.2169,-90.9001,87.8,55,40,10.36,scattered clouds
487,Rocky Mountain House,CA,52.3668,-114.9188,39.83,87,100,11.5,overcast clouds
488,Tabatinga,BR,-4.2525,-69.9381,91.49,62,40,1.14,scattered clouds
489,Aksarka,RU,66.5606,67.7975,26.62,86,15,6.08,few clouds
490,Sembakung,ID,3.8167,117.25,80.53,99,100,1.95,overcast clouds
491,Ushibuka,JP,32.1906,130.0228,75.25,79,6,7.74,clear sky
492,Bulgan,MN,48.8125,103.5347,35.69,50,2,2.1,clear sky
493,Raga,SS,8.4596,25.678,73.06,87,98,4.97,overcast clouds
494,Maroantsetra,MG,-15.4333,49.7333,66.42,84,43,3.98,scattered clouds
495,Ada,US,43.4166,-116.1262,63.34,35,90,5.01,overcast clouds
496,Hagen,DE,51.35,7.4667,50.86,85,87,3.38,overcast clouds
497,Pyaozerskiy,RU,65.8333,31.1667,51.66,97,100,7.16,overcast clouds
498,Souillac,MU,-20.5167,57.5167,71.98,94,75,6.91,light rain
499,Palauig,PH,15.435,119.9045,81.27,87,100,16.35,overcast clouds
500,Shebalino,RU,51.2917,85.6772,40.46,53,100,6.62,overcast clouds
501,Tiarei,PF,-17.5333,-149.3333,84.0,75,52,8.81,broken clouds
502,Galveston,US,29.3669,-94.9669,89.13,73,75,8.01,broken clouds
503,Chaman,PK,30.9236,66.4512,53.31,21,0,5.21,clear sky
504,Korla,CN,41.7597,86.1469,47.08,42,58,3.04,broken clouds
505,Nampula,MZ,-15.1165,39.2666,75.15,64,0,12.66,clear sky
506,Chicama,PE,-7.8447,-79.1469,59.54,65,37,10.09,scattered clouds
507,Nome,US,64.5011,-165.4064,34.16,80,75,3.44,broken clouds
508,Uusikaupunki,FI,60.8004,21.4084,52.32,79,100,18.34,overcast clouds
509,Hokitika,NZ,-42.7167,170.9667,53.96,81,100,9.08,moderate rain
510,Along,IN,28.1667,94.7667,70.41,92,27,2.01,scattered clouds
511,Conchas,BR,-23.0153,-48.0106,64.98,85,100,10.4,heavy intensity rain
512,Ranfurly,NZ,-45.1333,170.1,48.07,58,100,4.41,light rain
513,Huarmey,PE,-10.0681,-78.1522,67.82,80,65,9.93,broken clouds
514,Tome,CL,-36.6167,-72.95,56.01,69,0,6.93,clear sky
515,Baglung,NP,28.2719,83.5898,63.73,88,10,4.72,clear sky
516,Houma,US,29.5958,-90.7195,87.01,67,0,10.31,clear sky
517,Gizo,SB,-8.103,156.8419,81.72,80,81,8.81,broken clouds
518,Asau,RO,46.4333,26.4,41.76,47,23,2.28,light rain
519,Datong,CN,40.0936,113.2914,40.91,40,0,3.38,clear sky
520,Blythe,US,33.6103,-114.5964,84.65,15,1,16.11,clear sky
521,Mandalgovi,MN,45.7625,106.2708,35.04,39,0,9.31,clear sky
522,Hay River,CA,60.8156,-115.7999,39.18,75,75,17.27,broken clouds
523,Sri Aman,MY,1.2376,111.4621,73.45,94,100,0.0,light rain
524,Lugovoy,KZ,42.9472,72.7644,40.39,64,53,7.0,broken clouds
525,Tecoanapa,MX,16.5167,-98.75,84.76,70,7,7.61,clear sky
526,Lorengau,PG,-2.0226,147.2712,81.48,75,99,3.2,overcast clouds
527,Sao Simao,BR,-21.4792,-47.5508,69.03,96,100,3.11,light rain
528,Santa Cruz,BO,-17.8,-63.1667,95.05,46,40,16.11,scattered clouds
529,Biertan,RO,46.1333,24.5167,52.36,40,84,10.31,light rain
530,Roald,NO,62.5833,6.1333,51.17,81,75,10.36,broken clouds
531,Nein,IL,32.6306,35.3489,66.56,66,3,3.06,clear sky
532,Staroye Drozhzhanoye,RU,54.7266,47.5677,45.12,80,100,5.3,overcast clouds
533,Edmundston,CA,47.3737,-68.3251,59.23,67,1,4.61,clear sky
534,Mamallapuram,IN,12.6264,80.1722,80.65,78,100,5.79,overcast clouds
535,Amapa,BR,1.0,-52.0,73.53,90,93,3.89,overcast clouds
536,Port Keats,AU,-14.25,129.55,81.19,77,98,8.97,overcast clouds
537,Biskamzha,RU,53.4497,89.5272,36.03,76,100,4.5,overcast clouds
538,Canillo,AD,42.5833,1.6667,42.6,53,7,3.27,clear sky
539,Ostersund,SE,63.1792,14.6357,43.25,100,75,9.22,broken clouds
540,Hinatuan,PH,8.3722,126.3342,78.46,79,100,5.26,overcast clouds
541,Olovo,BA,44.13,18.5828,42.75,100,100,2.59,overcast clouds
542,Contamana,PE,-7.3333,-75.0167,94.69,39,93,2.95,overcast clouds
543,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,88,100,10.11,overcast clouds
544,Cayenne,GF,4.9333,-52.3333,86.04,76,0,3.0,clear sky
545,Bam,IR,29.106,58.357,66.09,18,2,8.21,clear sky
546,Ashqelon,IL,31.6693,34.5715,75.4,63,0,8.01,clear sky
547,Tuy Hoa,VN,13.0833,109.3,76.96,91,100,5.77,overcast clouds
548,Nanakuli,US,21.3906,-158.1547,84.15,64,20,14.97,few clouds
549,Lisakovsk,KZ,52.5369,62.4936,40.86,89,100,4.52,overcast clouds
550,Mountain Home,US,43.133,-115.6912,60.28,29,20,9.22,few clouds
551,Barcelos,PT,41.5388,-8.6151,70.92,45,73,6.04,broken clouds
552,Pisa,IT,43.7155,10.3966,56.05,67,0,3.44,clear sky
553,Kerman,IR,30.2832,57.0788,55.26,38,0,4.61,clear sky
554,Liuzhou,CN,24.3126,109.3892,67.55,80,100,16.08,overcast clouds
555,Ancud,CL,-41.8697,-73.8203,55.42,77,100,8.08,overcast clouds
556,Tarakan,ID,3.3,117.6333,80.1,89,40,6.91,scattered clouds
557,Baft,IR,29.234,56.6057,56.79,36,0,4.29,clear sky
558,Labrea,BR,-7.2586,-64.7981,95.41,36,70,4.16,broken clouds
559,Dom Pedrito,BR,-30.9828,-54.6731,65.08,95,100,6.11,overcast clouds
560,Kerema,PG,-7.9631,145.7785,75.33,90,100,8.99,overcast clouds
561,Fort Nelson,CA,58.8053,-122.7002,44.19,57,75,11.5,shower rain
562,Yining,CN,29.0361,114.5636,60.71,88,100,4.56,overcast clouds
563,Garowe,SO,8.4054,48.4845,82.54,55,97,11.99,overcast clouds
564,Ayna,PE,-12.65,-73.9167,88.3,67,84,3.91,broken clouds
565,Hare Bay,CA,48.8499,-54.0148,43.95,74,11,12.33,few clouds
566,Finnsnes,NO,69.2296,17.9811,47.75,93,100,4.38,overcast clouds
567,Eyl,SO,7.9803,49.8164,78.55,87,62,17.31,broken clouds
568,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,31,20,27.63,few clouds
569,Gornyak,RU,50.9942,81.4661,45.07,62,100,5.48,light rain
570,Majene,ID,-3.5403,118.9707,77.92,89,97,3.31,overcast clouds
571,Palmares Do Sul,BR,-30.2578,-50.5097,65.19,75,94,17.96,overcast clouds
572,Cockburn Town,TC,21.4612,-71.1419,85.96,70,40,9.22,scattered clouds
573,Ust-Nera,RU,64.5667,143.2,19.49,77,56,3.78,broken clouds
574,Pervomayskoye,RU,43.919,46.7102,53.87,77,75,10.31,broken clouds
575,Tazovskiy,RU,67.4667,78.7,28.31,76,43,15.88,scattered clouds
576,Rabat,MA,33.9911,-6.8401,67.15,94,75,0.0,broken clouds
577,Narsaq,GL,60.9167,-46.05,34.02,48,26,1.59,scattered clouds
578,Lazaro Cardenas,MX,17.9583,-102.2,85.48,67,91,7.23,overcast clouds
579,Athens,GR,37.9795,23.7162,66.94,89,38,1.01,scattered clouds
580,Necochea,AR,-38.5473,-58.7368,61.11,78,45,8.55,scattered clouds
581,Maceio,BR,-9.6658,-35.7353,81.84,78,20,12.66,few clouds
582,Bemidji,US,47.4736,-94.8803,61.14,96,90,6.91,overcast clouds
583,Sibu,MY,2.3,111.8167,75.51,100,40,3.0,scattered clouds
584,Qasigiannguit,GL,68.8193,-51.1922,34.05,82,100,1.72,overcast clouds
585,Palmas,BR,-10.2128,-48.3603,91.27,49,20,9.22,few clouds
586,Gondanglegi,ID,-7.7479,112.0132,74.23,85,85,10.47,overcast clouds
587,Fairbanks,US,64.8378,-147.7164,36.61,95,90,0.0,light rain
588,Walvis Bay,NA,-22.9575,14.5053,61.75,72,0,11.5,clear sky
589,Sorong,ID,-0.8833,131.25,79.32,84,100,5.53,overcast clouds
590,Luba,GQ,3.4568,8.5547,78.06,85,100,1.03,overcast clouds
591,Cumana,VE,10.4635,-64.1775,82.53,76,100,2.24,overcast clouds
592,Kupang,ID,-10.1667,123.5833,75.43,84,93,4.7,overcast clouds
593,Saint-Pierre,RE,-21.3393,55.4781,71.24,74,0,3.44,clear sky
594,Samarai,PG,-10.6167,150.6667,79.29,78,98,8.55,overcast clouds
595,Vilyuysk,RU,63.7553,121.6247,32.22,88,93,9.66,overcast clouds
596,Sao Felix Do Xingu,BR,-6.6447,-51.995,98.31,28,100,4.41,overcast clouds
597,Yen Bai,VN,21.7,104.8667,73.53,97,100,4.92,overcast clouds
598,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,60.6,78,93,15.52,overcast clouds
599,Laguna,US,38.421,-121.4238,80.69,37,1,1.01,clear sky
600,Acajutla,SV,13.5928,-89.8275,97.14,74,100,8.01,overcast clouds
601,Adrar,MR,20.5022,-10.0711,89.04,11,98,3.38,overcast clouds
602,Ulaangom,MN,49.9811,92.0667,32.56,62,62,2.35,broken clouds
603,Wad Rawah,SD,15.1603,33.1397,78.69,66,100,4.25,overcast clouds
604,Constantine,DZ,36.365,6.6147,56.61,71,40,1.14,scattered clouds
605,Ibra,OM,22.6906,58.5334,81.77,43,0,2.66,clear sky
606,Labuhan,ID,-6.8844,112.2051,77.54,78,70,8.66,broken clouds
607,Bertogne,BE,50.0836,5.6669,47.26,89,76,2.73,broken clouds
608,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,91,100,16.28,overcast clouds
609,Mandla,IN,22.6,80.3833,68.02,74,5,1.41,clear sky
610,Batagay,RU,67.6333,134.6333,29.98,81,100,5.75,overcast clouds
611,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,81.93,77,73,1.16,broken clouds
612,Diffa,NE,13.3154,12.6113,89.76,14,87,6.29,overcast clouds
613,Setermoen,NO,68.861,18.3486,49.44,96,100,3.11,overcast clouds
614,Mwinilunga,ZM,-11.7358,24.4293,72.88,33,2,4.68,clear sky
615,Port Hardy,CA,50.6996,-127.4199,51.8,87,75,4.61,light intensity shower rain
616,Nacala,MZ,-14.5428,40.6728,74.84,85,5,6.24,clear sky
617,Smoky Lake,CA,54.1169,-112.4686,48.92,66,99,12.66,overcast clouds
618,Svetlogorsk,BY,52.6333,29.7333,39.34,64,92,4.41,overcast clouds
619,Slyudyanka,RU,51.6594,103.7061,37.08,72,2,5.84,clear sky
620,Fort Wellington,GY,6.4,-57.6,82.63,75,100,9.75,overcast clouds
621,Tolmezzo,IT,46.4075,13.0175,49.42,81,50,8.21,scattered clouds
622,Ewa Beach,US,21.3156,-158.0072,84.15,61,20,23.0,few clouds
623,Meulaboh,ID,4.1363,96.1285,76.15,88,100,3.29,overcast clouds
624,Carlagan,PH,14.975,122.0456,80.98,83,99,10.87,overcast clouds
625,Cururupu,BR,-1.8283,-44.8683,79.83,78,29,4.88,scattered clouds
626,Mayo,US,38.8876,-76.5119,74.1,84,90,8.01,overcast clouds
627,Oster,UA,50.9506,30.8823,45.79,57,30,6.8,scattered clouds
628,Milton,US,34.1322,-84.3007,83.37,65,11,1.01,few clouds
629,Avera,US,33.194,-82.5271,83.08,55,10,8.14,clear sky
630,Yerbogachen,RU,61.2767,108.0108,30.29,86,99,10.94,overcast clouds
631,Mufumbwe,ZM,-13.6833,24.8,75.0,28,3,5.3,clear sky
632,Epe,NG,6.5841,3.9834,75.97,94,97,5.06,moderate rain
633,Boali,CF,4.8005,18.1275,70.41,97,47,4.07,scattered clouds
634,Zavetnoye,RU,47.1194,43.8903,46.62,53,10,8.5,clear sky
635,Markapur,IN,15.7333,79.2833,79.11,78,100,3.38,overcast clouds
636,Samarinda,ID,-0.5,117.15,75.52,97,100,2.06,overcast clouds
637,Penzance,GB,50.1186,-5.5371,56.08,78,4,14.88,clear sky
638,Bekhtery,UA,46.251,32.2927,49.96,66,1,5.91,clear sky
639,Matai,TZ,-8.3,31.5167,68.59,36,99,5.82,overcast clouds
640,Mali,GN,12.079,-12.2982,61.92,89,98,1.39,light rain
641,San Felipe,VE,10.3399,-68.7425,79.83,89,87,3.49,overcast clouds
642,Jiayuguan,CN,39.8167,98.3,39.25,24,0,4.5,clear sky
643,Marienburg,PL,54.0359,19.0266,41.9,65,0,7.29,clear sky
644,Road Town,VG,18.4167,-64.6167,84.29,74,40,11.5,scattered clouds
645,Ajdabiya,LY,30.7554,20.2263,80.74,27,0,7.58,clear sky
646,Asfi,MA,32.2994,-9.2372,69.24,91,100,10.78,overcast clouds
647,Barretos,BR,-20.5572,-48.5678,69.87,92,100,7.99,moderate rain
648,Nizwa,OM,22.9333,57.5333,84.06,37,0,2.84,clear sky
649,Linxia,CN,35.6003,103.2064,40.42,88,40,2.98,scattered clouds
650,Dunmore Town,BS,25.5,-76.65,82.83,69,80,8.28,moderate rain
651,Florida,US,28.7505,-82.5001,88.21,54,40,8.05,scattered clouds
652,Bocsig,RO,46.4167,21.95,52.09,60,99,2.24,overcast clouds
653,Clonakilty,IE,51.6231,-8.8706,52.81,87,52,7.49,broken clouds
654,Prince Albert,CA,53.2001,-105.7677,58.95,26,75,6.91,broken clouds
655,Paranaiba,BR,-19.6772,-51.1908,68.52,95,100,9.93,overcast clouds
656,Northam,GB,51.0333,-4.2167,56.3,84,11,11.83,few clouds
657,Astana,KZ,51.1801,71.446,39.15,81,90,13.42,light rain
658,Teya,RU,60.3778,92.6267,24.87,83,100,7.34,overcast clouds
659,Yola,NG,9.2,12.4833,80.01,72,89,3.98,overcast clouds
660,Manyana,BW,-23.4,21.7167,66.52,15,0,8.93,clear sky
661,Moyale,KE,3.5167,39.0584,72.9,54,21,3.33,few clouds
662,Usinsk,RU,65.9939,57.5281,30.36,69,100,13.18,overcast clouds
663,Balabac,PH,7.9868,117.0645,81.18,81,100,15.99,heavy intensity rain
664,Zhezkazgan,KZ,47.8043,67.7144,46.81,46,92,8.84,moderate rain
665,Surin,TH,14.8818,103.4936,74.57,98,100,6.26,overcast clouds
666,Edd,ER,13.9297,41.6925,89.13,65,100,8.63,overcast clouds
667,Cotacachi,EC,0.3,-78.2667,56.75,88,99,3.06,moderate rain
668,Estevan,CA,49.1334,-102.9842,70.0,19,1,16.11,clear sky
669,Lulea,SE,65.5842,22.1547,48.27,100,90,9.22,fog
670,Hobyo,SO,5.3505,48.5268,78.58,88,47,18.07,scattered clouds
671,Lingao,CN,19.9103,109.6859,77.79,92,100,11.74,overcast clouds
672,Iki-Burul,RU,45.8208,44.6472,44.94,70,10,8.81,clear sky
673,Khandyga,RU,62.6667,135.6,31.12,75,100,5.93,overcast clouds
674,Troitskoye,RU,52.9821,84.6757,42.87,79,100,5.97,overcast clouds
675,Teguldet,RU,57.3064,88.1667,27.9,83,100,5.35,overcast clouds
676,Dickinson,US,29.4608,-95.0513,89.2,74,75,4.0,broken clouds
677,Pemangkat,ID,1.1667,108.9667,80.82,83,100,6.17,overcast clouds
678,Muli,MV,2.9167,73.5667,82.78,75,91,15.23,overcast clouds
679,Muncar,ID,-8.4333,114.3333,74.14,86,78,2.48,broken clouds
680,Novyy Urgal,RU,51.0736,132.5642,37.53,78,88,7.63,overcast clouds
681,Ixtapa,MX,20.7,-105.2,87.22,70,75,4.61,broken clouds
682,Tateyama,JP,34.9833,139.8667,71.62,70,57,13.09,broken clouds
683,Paamiut,GL,61.994,-49.6678,36.63,61,100,9.42,overcast clouds
684,Nurota,UZ,40.5614,65.6886,37.49,43,0,3.51,clear sky
685,Yinchuan,CN,38.4681,106.2731,45.54,45,0,3.87,clear sky
686,Hervey Bay,AU,-25.2986,152.8535,72.01,69,4,12.62,clear sky
687,Safaga,EG,26.7292,33.9365,84.15,41,1,13.27,clear sky
688,Solenzo,BF,12.1833,-4.0833,85.3,52,100,7.9,overcast clouds
689,Najran,SA,17.4924,44.1277,77.65,29,6,4.52,clear sky
690,Maracacume,BR,-2.0428,-45.9592,81.63,69,92,7.23,overcast clouds
691,Jiaojiang,CN,28.6803,121.4428,75.99,94,13,6.6,few clouds
692,Matamoros,MX,25.5333,-103.25,96.91,23,1,2.3,clear sky
693,Hit,IQ,33.6416,42.8251,79.41,17,0,7.74,clear sky
694,Tonstad,NO,58.6626,6.7169,51.35,89,86,15.77,overcast clouds
695,Havoysund,NO,70.9963,24.6622,45.48,87,100,7.72,overcast clouds
696,Rengasdengklok,ID,-6.1592,107.2981,80.13,73,85,2.1,overcast clouds
697,Hualmay,PE,-11.0964,-77.6139,66.78,79,49,9.84,scattered clouds
698,Buchanan,LR,5.8808,-10.0467,78.76,86,99,5.86,light rain
699,Ouesso,CG,1.6136,16.0517,71.11,99,98,3.98,overcast clouds
700,Xuanhua,CN,40.6103,115.0447,43.07,48,0,3.65,clear sky
701,General Pico,AR,-35.6566,-63.7568,67.6,57,98,2.26,light rain
702,Libreville,GA,0.3925,9.4537,78.82,94,40,4.61,scattered clouds
703,Lubao,PH,14.9167,120.55,81.14,92,97,5.84,overcast clouds
704,Roche-La-Moliere,FR,45.4341,4.3228,51.42,87,75,3.44,broken clouds
705,Limbang,MY,4.75,115.0,80.91,97,100,2.17,overcast clouds
706,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,100,90,13.42,light intensity shower rain
707,Conde,BR,-7.2597,-34.9075,80.06,74,20,10.36,few clouds
708,Port Blair,IN,11.6667,92.75,80.73,83,100,17.02,overcast clouds
709,Lakes Entrance,AU,-37.8811,147.981,43.57,91,18,8.59,few clouds
710,Lang Suan,TH,9.9456,99.0785,78.48,87,74,7.36,heavy intensity rain
711,Exu,BR,-7.5119,-39.7242,93.61,24,91,2.8,overcast clouds
